Location ,Time of Day,Day ,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day ,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day ,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level
A,Morn,1,57.76,,A,Noon,1,76.76,,A,Afternoon,1,63,,A,Morn,2,57.9,,A,Noon,2,63.824,,A,Afternoon,2,68.6215686,,A,Morn,3,62.4392157,,A,Noon,3,69.4038462,,A,Afternoon,3,72.1851852,,A,Morn,4,46.372549,,A,Noon,4,72.25,,A,Afternoon,4,59.5714286,,B,Morn,1,75.8035714,,B,Noon,1,70.8962264,,B,Afternoon,1,60.2851852,,B,Morn,2,57.9137255,,B,Noon,2,62.0963636,,B,Afternoon,2,66.7339623,,B,Morn,3,58.5518519,,B,Noon,3,63.654717,,B,Afternoon,3,70.0980769,,B,Morn,4,72.1654546,,B,Noon,4,64.4490909,,B,Afternoon,4,67.4113208,,C,Morn,1,44.8019231,,C,Noon,1,64.8411765,,C,Afternoon,1,60.2769231,,C,Morn,2,43.4285714,,C,Noon,2,50.2759259,,C,Afternoon,2,57.6960784,,C,Morn,3,39.8727273,,C,Noon,3,52.6230769,,C,Afternoon,3,44.3942308,,C,Morn,4,49.1,,C,Noon,4,56.1615385,,C,Afternoon,4,26.825
A,Morn,1,56.4,,A,Noon,1,76.76,,A,Afternoon,1,59.15,,A,Morn,2,58.3,,A,Noon,2,63.426,,A,Afternoon,2,70.0666667,,A,Morn,3,62.8588235,,A,Noon,3,69.7019231,,A,Afternoon,3,69.4888889,,A,Morn,4,45.4176471,,A,Noon,4,72.6423077,,A,Afternoon,4,61.8660714,,B,Morn,1,74.2035714,,B,Noon,1,70.0433962,,B,Afternoon,1,60.7537037,,B,Morn,2,57.2098039,,B,Noon,2,60.5854546,,B,Afternoon,2,68.7113208,,B,Morn,3,58.7611111,,B,Noon,3,65.4377359,,B,Afternoon,3,67.0884615,,B,Morn,4,70.3327273,,B,Noon,4,58.1672727,,B,Afternoon,4,67.8716981,,C,Morn,1,45.3692308,,C,Noon,1,63.5294118,,C,Afternoon,1,59.7,,C,Morn,2,42.9632653,,C,Noon,2,52.5185185,,C,Afternoon,2,57.072549,,C,Morn,3,40.5618182,,C,Noon,3,55.35,,C,Afternoon,3,41.0192308,,C,Morn,4,44.7423077,,C,Noon,4,56.1596154,,C,Afternoon,4,26.9134615
A,Morn,1,56.92,,A,Noon,1,76.76,,A,Afternoon,1,56.8,,A,Morn,2,56,,A,Noon,2,64.61,,A,Afternoon,2,71.0392157,,A,Morn,3,65.9823529,,A,Noon,3,69.9865385,,A,Afternoon,3,69.3037037,,A,Morn,4,48.2784314,,A,Noon,4,67.4865385,,A,Afternoon,4,63.9910714,,B,Morn,1,77.8464286,,B,Noon,1,68.6132076,,B,Afternoon,1,60.4351852,,B,Morn,2,60.7,,B,Noon,2,62.6836364,,B,Afternoon,2,61.6301887,,B,Morn,3,65.8333333,,B,Noon,3,63.8188679,,B,Afternoon,3,67.3192308,,B,Morn,4,71.2963636,,B,Noon,4,75.3163636,,B,Afternoon,4,68.1,,C,Morn,1,43.675,,C,Noon,1,64.3333333,,C,Afternoon,1,59.625,,C,Morn,2,40.6244898,,C,Noon,2,61.4981482,,C,Afternoon,2,59.245098,,C,Morn,3,40.7436364,,C,Noon,3,54.6711539,,C,Afternoon,3,41.0115385,,C,Morn,4,45.5461539,,C,Noon,4,55.5384615,,C,Afternoon,4,27.2326923
A,Morn,1,56.24,,A,Noon,1,76.76,,A,Afternoon,1,58.05,,A,Morn,2,56.6,,A,Noon,2,59.902,,A,Afternoon,2,73.2490196,,A,Morn,3,65.2156863,,A,Noon,3,69.6826923,,A,Afternoon,3,63.9166667,,A,Morn,4,45.8843137,,A,Noon,4,66.4961539,,A,Afternoon,4,59.5410714,,B,Morn,1,77.2839286,,B,Noon,1,67.2698113,,B,Afternoon,1,61.2,,B,Morn,2,59.5470588,,B,Noon,2,61.0945455,,B,Afternoon,2,66.9603774,,B,Morn,3,62.4240741,,B,Noon,3,63.0811321,,B,Afternoon,3,68.7653846,,B,Morn,4,70.6527273,,B,Noon,4,79.3618182,,B,Afternoon,4,66.5943396,,C,Morn,1,43.4538462,,C,Noon,1,66.7333333,,C,Afternoon,1,56.2153846,,C,Morn,2,40.1122449,,C,Noon,2,63.4574074,,C,Afternoon,2,60.3882353,,C,Morn,3,38.7709091,,C,Noon,3,53.4884615,,C,Afternoon,3,41.6596154,,C,Morn,4,41.0134615,,C,Noon,4,58.5807692,,C,Afternoon,4,28.0038462
A,Morn,1,55.2,,A,Noon,1,76.76,,A,Afternoon,1,57.15,,A,Morn,2,57.7,,A,Noon,2,58.392,,A,Afternoon,2,66.9098039,,A,Morn,3,67.9666667,,A,Noon,3,70.7942308,,A,Afternoon,3,64.8925926,,A,Morn,4,44.6941177,,A,Noon,4,71.4230769,,A,Afternoon,4,57.9875,,B,Morn,1,74.4642857,,B,Noon,1,66.5301887,,B,Afternoon,1,60.3185185,,B,Morn,2,59.8509804,,B,Noon,2,59.5872727,,B,Afternoon,2,66.2075472,,B,Morn,3,66.9537037,,B,Noon,3,60.2584906,,B,Afternoon,3,66.8711539,,B,Morn,4,70.5963636,,B,Noon,4,76.6309091,,B,Afternoon,4,66.6339623,,C,Morn,1,45.6480769,,C,Noon,1,63.654902,,C,Afternoon,1,60.0134615,,C,Morn,2,40.6244898,,C,Noon,2,63.8481482,,C,Afternoon,2,59.527451,,C,Morn,3,39.1345455,,C,Noon,3,53.3038462,,C,Afternoon,3,47.4673077,,C,Morn,4,39.5634615,,C,Noon,4,54.5230769,,C,Afternoon,4,28.4673077
A,Morn,1,63.98,,A,Noon,1,76.76,,A,Afternoon,1,66.5,,A,Morn,2,57.8,,A,Noon,2,57.064,,A,Afternoon,2,64.0588235,,A,Morn,3,63.0823529,,A,Noon,3,71.3596154,,A,Afternoon,3,69.9703704,,A,Morn,4,43.9294118,,A,Noon,4,68.6173077,,A,Afternoon,4,59.8321429,,B,Morn,1,74.8482143,,B,Noon,1,65.9962264,,B,Afternoon,1,60.15,,B,Morn,2,58.4843137,,B,Noon,2,61.8781818,,B,Afternoon,2,64.4490566,,B,Morn,3,63.437037,,B,Noon,3,61.4377359,,B,Afternoon,3,67.8865385,,B,Morn,4,70.2690909,,B,Noon,4,84.4436364,,B,Afternoon,4,68.1962264,,C,Morn,1,45.6461539,,C,Noon,1,67.0039216,,C,Afternoon,1,58.3115385,,C,Morn,2,41.444898,,C,Noon,2,56.7259259,,C,Afternoon,2,62.2490196,,C,Morn,3,40.9854546,,C,Noon,3,53.1884615,,C,Afternoon,3,45.0096154,,C,Morn,4,41.2288462,,C,Noon,4,55.4538462,,C,Afternoon,4,30.2903846
A,Morn,1,58.1,,A,Noon,1,76.76,,A,Afternoon,1,64.75,,A,Morn,2,58.8,,A,Noon,2,58.392,,A,Afternoon,2,73.2156863,,A,Morn,3,62.5352941,,A,Noon,3,71.4076923,,A,Afternoon,3,68.8092593,,A,Morn,4,42.6176471,,A,Noon,4,73.7346154,,A,Afternoon,4,59.3714286,,B,Morn,1,75.0107143,,B,Noon,1,68.0169811,,B,Afternoon,1,59.7259259,,B,Morn,2,59.0196078,,B,Noon,2,60.9163636,,B,Afternoon,2,62.1849057,,B,Morn,3,65.8462963,,B,Noon,3,61.2849057,,B,Afternoon,3,64.0423077,,B,Morn,4,70.62,,B,Noon,4,68.86,,B,Afternoon,4,68.0358491,,C,Morn,1,44.3961539,,C,Noon,1,66.8137255,,C,Afternoon,1,57.8019231,,C,Morn,2,40.3795918,,C,Noon,2,54.9851852,,C,Afternoon,2,64.1803922,,C,Morn,3,38.0472727,,C,Noon,3,55.3307692,,C,Afternoon,3,46.5038462,,C,Morn,4,40.5769231,,C,Noon,4,55.9038462,,C,Afternoon,4,29.1423077
A,Morn,1,59.34,,A,Noon,1,76.76,,A,Afternoon,1,59.9,,A,Morn,2,59.9,,A,Noon,2,59.724,,A,Afternoon,2,66.0333333,,A,Morn,3,63.1098039,,A,Noon,3,68.7211539,,A,Afternoon,3,69.3703704,,A,Morn,4,41.9941177,,A,Noon,4,75.5211539,,A,Afternoon,4,58.4625,,B,Morn,1,78.475,,B,Noon,1,67.2113208,,B,Afternoon,1,59.9185185,,B,Morn,2,55.4627451,,B,Noon,2,59.0290909,,B,Afternoon,2,65.6075472,,B,Morn,3,58.9777778,,B,Noon,3,63.2849057,,B,Afternoon,3,63.1230769,,B,Morn,4,70.0745455,,B,Noon,4,66.8381818,,B,Afternoon,4,68.1679245,,C,Morn,1,48.7307692,,C,Noon,1,66.5372549,,C,Afternoon,1,55.6346154,,C,Morn,2,40.3469388,,C,Noon,2,56.2296296,,C,Afternoon,2,65.7372549,,C,Morn,3,41.2654546,,C,Noon,3,55.2634615,,C,Afternoon,3,45.0634615,,C,Morn,4,41.8846154,,C,Noon,4,55.8942308,,C,Afternoon,4,27.2846154
A,Morn,1,56.32,,A,Noon,1,76.76,,A,Afternoon,1,60.25,,A,Morn,2,57.8,,A,Noon,2,59.76,,A,Afternoon,2,63.6294118,,A,Morn,3,65.1764706,,A,Noon,3,70.8211539,,A,Afternoon,3,69.8,,A,Morn,4,42.4058824,,A,Noon,4,76.5019231,,A,Afternoon,4,60.1785714,,B,Morn,1,77.5375,,B,Noon,1,68.7207547,,B,Afternoon,1,61.262963,,B,Morn,2,59.8568628,,B,Noon,2,68.3490909,,B,Afternoon,2,67.5641509,,B,Morn,3,62.2259259,,B,Noon,3,63.8358491,,B,Afternoon,3,66.1461539,,B,Morn,4,70.14,,B,Noon,4,87.2490909,,B,Afternoon,4,68.1660377,,C,Morn,1,48.3769231,,C,Noon,1,65.027451,,C,Afternoon,1,60.5884615,,C,Morn,2,40.1612245,,C,Noon,2,60.2666667,,C,Afternoon,2,64.327451,,C,Morn,3,34.3836364,,C,Noon,3,54.6961539,,C,Afternoon,3,48.9519231,,C,Morn,4,37.5692308,,C,Noon,4,54.4307692,,C,Afternoon,4,25.725
A,Morn,1,58.52,,A,Noon,1,76.76,,A,Afternoon,1,61.9,,A,Morn,2,55.9,,A,Noon,2,59.624,,A,Afternoon,2,61.3686275,,A,Morn,3,67.9941177,,A,Noon,3,67.2903846,,A,Afternoon,3,70.8833333,,A,Morn,4,42.9764706,,A,Noon,4,75.4769231,,A,Afternoon,4,59.2375,,B,Morn,1,77.2392857,,B,Noon,1,68.7471698,,B,Afternoon,1,59.7074074,,B,Morn,2,61.2,,B,Noon,2,72.2654546,,B,Afternoon,2,67.6528302,,B,Morn,3,60.9537037,,B,Noon,3,64.7471698,,B,Afternoon,3,59.7307692,,B,Morn,4,69.8090909,,B,Noon,4,85.0236364,,B,Afternoon,4,69.7301887,,C,Morn,1,45.8230769,,C,Noon,1,65.3529412,,C,Afternoon,1,61.2865385,,C,Morn,2,40.5122449,,C,Noon,2,53.9722222,,C,Afternoon,2,63.3117647,,C,Morn,3,36.46,,C,Noon,3,54.9788462,,C,Afternoon,3,46.4538462,,C,Morn,4,30.9384615,,C,Noon,4,59.1153846,,C,Afternoon,4,25.8346154
A,Morn,1,57.28,,A,Noon,1,76.76,,A,Afternoon,1,60.4,,A,Morn,2,55.2,,A,Noon,2,60.036,,A,Afternoon,2,65.5823529,,A,Morn,3,70.5254902,,A,Noon,3,67.7557692,,A,Afternoon,3,72.1925926,,A,Morn,4,43.3019608,,A,Noon,4,71.6634615,,A,Afternoon,4,57.9,,B,Morn,1,70.7875,,B,Noon,1,66.7716981,,B,Afternoon,1,60.2981482,,B,Morn,2,61.8627451,,B,Noon,2,72.8618182,,B,Afternoon,2,63.8150943,,B,Morn,3,65.1185185,,B,Noon,3,63.5188679,,B,Afternoon,3,59.1269231,,B,Morn,4,71.1836364,,B,Noon,4,77.7309091,,B,Afternoon,4,67.0981132,,C,Morn,1,45.3211539,,C,Noon,1,64.8156863,,C,Afternoon,1,60.1538462,,C,Morn,2,40.2938776,,C,Noon,2,53.2537037,,C,Afternoon,2,62.5117647,,C,Morn,3,35.9963636,,C,Noon,3,54.6576923,,C,Afternoon,3,48.4711539,,C,Morn,4,32.5480769,,C,Noon,4,55.3211539,,C,Afternoon,4,26.5673077
A,Morn,1,58.52,,A,Noon,1,76.76,,A,Afternoon,1,64.4,,A,Morn,2,56.9,,A,Noon,2,64.3,,A,Afternoon,2,65.0431373,,A,Morn,3,70.345098,,A,Noon,3,71.9596154,,A,Afternoon,3,70.4388889,,A,Morn,4,45.2117647,,A,Noon,4,72.3019231,,A,Afternoon,4,57.2892857,,B,Morn,1,70.9035714,,B,Noon,1,67.3226415,,B,Afternoon,1,59.9814815,,B,Morn,2,60.7686275,,B,Noon,2,72.5690909,,B,Afternoon,2,62.4207547,,B,Morn,3,62.9962963,,B,Noon,3,63.5188679,,B,Afternoon,3,61.8807692,,B,Morn,4,70.58,,B,Noon,4,74.0381818,,B,Afternoon,4,67.5226415,,C,Morn,1,44.5076923,,C,Noon,1,67.3666667,,C,Afternoon,1,60.2865385,,C,Morn,2,38.9020408,,C,Noon,2,57.6277778,,C,Afternoon,2,63.9117647,,C,Morn,3,35.6381818,,C,Noon,3,56.2,,C,Afternoon,3,46.7115385,,C,Morn,4,38.4615385,,C,Noon,4,55.0884615,,C,Afternoon,4,27.3192308
A,Morn,1,59.22,,A,Noon,1,76.76,,A,Afternoon,1,74.25,,A,Morn,2,60.1,,A,Noon,2,61.33,,A,Afternoon,2,65.1588235,,A,Morn,3,71.8254902,,A,Noon,3,70.3211539,,A,Afternoon,3,70.8,,A,Morn,4,45.1980392,,A,Noon,4,71.05,,A,Afternoon,4,59.1,,B,Morn,1,76.1446429,,B,Noon,1,64.1056604,,B,Afternoon,1,62.312963,,B,Morn,2,62.4607843,,B,Noon,2,67.1109091,,B,Afternoon,2,65.5433962,,B,Morn,3,65.4555556,,B,Noon,3,73.1735849,,B,Afternoon,3,62.4865385,,B,Morn,4,70.2927273,,B,Noon,4,81.4672727,,B,Afternoon,4,67.1339623,,C,Morn,1,45.6480769,,C,Noon,1,66.2254902,,C,Afternoon,1,56.4961539,,C,Morn,2,41.5122449,,C,Noon,2,50.7611111,,C,Afternoon,2,69.1,,C,Morn,3,33.1290909,,C,Noon,3,55.0961539,,C,Afternoon,3,46.925,,C,Morn,4,35.6596154,,C,Noon,4,55.6346154,,C,Afternoon,4,29.0173077
A,Morn,1,57.28,,A,Noon,1,76.76,,A,Afternoon,1,76.2,,A,Morn,2,61.7,,A,Noon,2,62.556,,A,Afternoon,2,62.154902,,A,Morn,3,63.8666667,,A,Noon,3,69.1384615,,A,Afternoon,3,70.2240741,,A,Morn,4,43.7058824,,A,Noon,4,69.4615385,,A,Afternoon,4,60.3178571,,B,Morn,1,71.8607143,,B,Noon,1,58.309434,,B,Afternoon,1,63.55,,B,Morn,2,59.3960784,,B,Noon,2,67.36,,B,Afternoon,2,64.6716981,,B,Morn,3,62.5740741,,B,Noon,3,67.0245283,,B,Afternoon,3,61.8423077,,B,Morn,4,69.8436364,,B,Noon,4,81.9981818,,B,Afternoon,4,65.9264151,,C,Morn,1,46.2692308,,C,Noon,1,64.4078431,,C,Afternoon,1,59.3096154,,C,Morn,2,42.6510204,,C,Noon,2,49.0888889,,C,Afternoon,2,67.4745098,,C,Morn,3,36.9690909,,C,Noon,3,52.9692308,,C,Afternoon,3,51.4519231,,C,Morn,4,37.8076923,,C,Noon,4,53.3153846,,C,Afternoon,4,28.3519231
A,Morn,1,55.4,,A,Noon,1,76.76,,A,Afternoon,1,72.3,,A,Morn,2,57.4,,A,Noon,2,62.438,,A,Afternoon,2,68.0352941,,A,Morn,3,63.4058824,,A,Noon,3,70.4173077,,A,Afternoon,3,70.4833333,,A,Morn,4,51.9137255,,A,Noon,4,69.7115385,,A,Afternoon,4,58.2392857,,B,Morn,1,72.6571429,,B,Noon,1,65.7735849,,B,Afternoon,1,60.462963,,B,Morn,2,60.6235294,,B,Noon,2,67.8945455,,B,Afternoon,2,68.809434,,B,Morn,3,63.0796296,,B,Noon,3,65.6830189,,B,Afternoon,3,68.4692308,,B,Morn,4,70.9036364,,B,Noon,4,87.2472727,,B,Afternoon,4,68.5245283,,C,Morn,1,45.2942308,,C,Noon,1,65.7254902,,C,Afternoon,1,60.7884615,,C,Morn,2,39.1693878,,C,Noon,2,51.1703704,,C,Afternoon,2,63.4568628,,C,Morn,3,43.5418182,,C,Noon,3,52.5134615,,C,Afternoon,3,48.0596154,,C,Morn,4,46.2,,C,Noon,4,49.6903846,,C,Afternoon,4,29.1461539
A,Morn,1,60.22,,A,Noon,1,76.76,,A,Afternoon,1,74.7,,A,Morn,2,56.1,,A,Noon,2,62.948,,A,Afternoon,2,71.2882353,,A,Morn,3,63.2137255,,A,Noon,3,66.425,,A,Afternoon,3,70.9388889,,A,Morn,4,67.1137255,,A,Noon,4,69.8634615,,A,Afternoon,4,58.7428571,,B,Morn,1,74.1303571,,B,Noon,1,63.6132076,,B,Afternoon,1,61.1925926,,B,Morn,2,62.5509804,,B,Noon,2,58.9781818,,B,Afternoon,2,66.309434,,B,Morn,3,63.65,,B,Noon,3,67.8792453,,B,Afternoon,3,60.7461539,,B,Morn,4,71.0236364,,B,Noon,4,85.3454546,,B,Afternoon,4,67.5056604,,C,Morn,1,45.9038462,,C,Noon,1,66.4215686,,C,Afternoon,1,57.6557692,,C,Morn,2,41.522449,,C,Noon,2,53.6407407,,C,Afternoon,2,63.5980392,,C,Morn,3,38.0181818,,C,Noon,3,55.0403846,,C,Afternoon,3,47.2288462,,C,Morn,4,42.4557692,,C,Noon,4,55.3307692,,C,Afternoon,4,30.85
A,Morn,1,57.38,,A,Noon,1,76.76,,A,Afternoon,1,75.5,,A,Morn,2,58.9,,A,Noon,2,61.712,,A,Afternoon,2,71.0019608,,A,Morn,3,63.172549,,A,Noon,3,70.7,,A,Afternoon,3,71.3851852,,A,Morn,4,65.5470588,,A,Noon,4,69.6480769,,A,Afternoon,4,59.3821429,,B,Morn,1,78.3321429,,B,Noon,1,60.7018868,,B,Afternoon,1,60.4351852,,B,Morn,2,65.0705882,,B,Noon,2,59.0963636,,B,Afternoon,2,66.5396226,,B,Morn,3,66.7277778,,B,Noon,3,65.4056604,,B,Afternoon,3,64.0961539,,B,Morn,4,71.3763636,,B,Noon,4,89.2963636,,B,Afternoon,4,68.2396226,,C,Morn,1,44.7230769,,C,Noon,1,66.7745098,,C,Afternoon,1,58.4442308,,C,Morn,2,42.0204082,,C,Noon,2,51.2759259,,C,Afternoon,2,62.9058824,,C,Morn,3,41.2490909,,C,Noon,3,54.1788462,,C,Afternoon,3,36.1846154,,C,Morn,4,40.4615385,,C,Noon,4,48.2865385,,C,Afternoon,4,27.7269231
A,Morn,1,59.44,,A,Noon,1,76.76,,A,Afternoon,1,76.4,,A,Morn,2,58.4,,A,Noon,2,62.944,,A,Afternoon,2,71.5960784,,A,Morn,3,66.8921569,,A,Noon,3,69.775,,A,Afternoon,3,68.7666667,,A,Morn,4,66.6509804,,A,Noon,4,69.6884615,,A,Afternoon,4,60.4875,,B,Morn,1,83.3625,,B,Noon,1,63.9811321,,B,Afternoon,1,60.6037037,,B,Morn,2,61.6529412,,B,Noon,2,60.2963636,,B,Afternoon,2,66.9509434,,B,Morn,3,64.8740741,,B,Noon,3,68.1018868,,B,Afternoon,3,58.2057692,,B,Morn,4,71.06,,B,Noon,4,82.3327273,,B,Afternoon,4,67.7037736,,C,Morn,1,46.125,,C,Noon,1,68.5333333,,C,Afternoon,1,61.2769231,,C,Morn,2,40.2653061,,C,Noon,2,52.737037,,C,Afternoon,2,61.0666667,,C,Morn,3,41.8509091,,C,Noon,3,58.1692308,,C,Afternoon,3,39.9288462,,C,Morn,4,44.2519231,,C,Noon,4,51.5346154,,C,Afternoon,4,28.0634615
A,Morn,1,57.16,,A,Noon,1,76.76,,A,Afternoon,1,75.7,,A,Morn,2,55.9,,A,Noon,2,62.514,,A,Afternoon,2,72.4509804,,A,Morn,3,62.0333333,,A,Noon,3,70.8442308,,A,Afternoon,3,70.7277778,,A,Morn,4,68.7156863,,A,Noon,4,71.7423077,,A,Afternoon,4,60.8785714,,B,Morn,1,81.2232143,,B,Noon,1,68.1113208,,B,Afternoon,1,60.3518519,,B,Morn,2,61.045098,,B,Noon,2,59.3509091,,B,Afternoon,2,65.3698113,,B,Morn,3,62.9796296,,B,Noon,3,63.154717,,B,Afternoon,3,60.8346154,,B,Morn,4,70.6963636,,B,Noon,4,86.6036364,,B,Afternoon,4,68.754717,,C,Morn,1,50.075,,C,Noon,1,65.4803922,,C,Afternoon,1,58.4480769,,C,Morn,2,39.9816327,,C,Noon,2,58.1666667,,C,Afternoon,2,61.6294118,,C,Morn,3,35.4436364,,C,Noon,3,56.5692308,,C,Afternoon,3,47.3769231,,C,Morn,4,46.7115385,,C,Noon,4,45.175,,C,Afternoon,4,28.6576923
A,Morn,1,59.14,,A,Noon,1,76.76,,A,Afternoon,1,77.85,,A,Morn,2,56.6,,A,Noon,2,60.538,,A,Afternoon,2,70.1196078,,A,Morn,3,64.1372549,,A,Noon,3,72.4,,A,Afternoon,3,70.3148148,,A,Morn,4,60.6,,A,Noon,4,71.5307692,,A,Afternoon,4,60.7321429,,B,Morn,1,82.8196429,,B,Noon,1,69.4283019,,B,Afternoon,1,60.3,,B,Morn,2,59.972549,,B,Noon,2,58.1381818,,B,Afternoon,2,64.0188679,,B,Morn,3,62.0722222,,B,Noon,3,63.4433962,,B,Afternoon,3,58.7807692,,B,Morn,4,70.7018182,,B,Noon,4,83.7345455,,B,Afternoon,4,68.8037736,,C,Morn,1,48.6826923,,C,Noon,1,66.4568628,,C,Afternoon,1,58.1903846,,C,Morn,2,36.8510204,,C,Noon,2,50.7851852,,C,Afternoon,2,61.5058824,,C,Morn,3,36.8109091,,C,Noon,3,56.2096154,,C,Afternoon,3,33.6307692,,C,Morn,4,40.6423077,,C,Noon,4,47.1538462,,C,Afternoon,4,28.5038462
A,Morn,1,61.94,,A,Noon,1,76.76,,A,Afternoon,1,76.6,,A,Morn,2,58.2,,A,Noon,2,64.772,,A,Afternoon,2,72.1019608,,A,Morn,3,63.3509804,,A,Noon,3,69.05,,A,Afternoon,3,68.9833333,,A,Morn,4,59.8764706,,A,Noon,4,66.3057692,,A,Afternoon,4,61.1785714,,B,Morn,1,73.6446429,,B,Noon,1,70.1886793,,B,Afternoon,1,63.312963,,B,Morn,2,61.7784314,,B,Noon,2,60.3345455,,B,Afternoon,2,65.7283019,,B,Morn,3,60.712963,,B,Noon,3,63.5471698,,B,Afternoon,3,63.775,,B,Morn,4,72.1436364,,B,Noon,4,83.6618182,,B,Afternoon,4,69.0490566,,C,Morn,1,47.0365385,,C,Noon,1,65.7980392,,C,Afternoon,1,64.2846154,,C,Morn,2,37.0653061,,C,Noon,2,57.812963,,C,Afternoon,2,61.8960784,,C,Morn,3,34.3654546,,C,Noon,3,55.2596154,,C,Afternoon,3,43.4788462,,C,Morn,4,40.7538462,,C,Noon,4,46.6211539,,C,Afternoon,4,36.5038462
A,Morn,1,59.36,,A,Noon,1,76.76,,A,Afternoon,1,74,,A,Morn,2,58.4,,A,Noon,2,65.012,,A,Afternoon,2,69.6019608,,A,Morn,3,62.3215686,,A,Noon,3,70.5269231,,A,Afternoon,3,70.0592593,,A,Morn,4,66.5529412,,A,Noon,4,66.1423077,,A,Afternoon,4,61.2696429,,B,Morn,1,74.1142857,,B,Noon,1,72.9150943,,B,Afternoon,1,63.9648148,,B,Morn,2,58.4019608,,B,Noon,2,62.9254546,,B,Afternoon,2,65.7339623,,B,Morn,3,65.2796296,,B,Noon,3,63.0641509,,B,Afternoon,3,60.7038462,,B,Morn,4,72.3036364,,B,Noon,4,87.8181818,,B,Afternoon,4,67.6754717,,C,Morn,1,45.4788462,,C,Noon,1,67.1019608,,C,Afternoon,1,62.2096154,,C,Morn,2,37.044898,,C,Noon,2,58.2703704,,C,Afternoon,2,63.027451,,C,Morn,3,35.0509091,,C,Noon,3,55.1865385,,C,Afternoon,3,46.0980769,,C,Morn,4,36.7403846,,C,Noon,4,45.0384615,,C,Afternoon,4,27.8769231
A,Morn,1,59.18,,A,Noon,1,76.76,,A,Afternoon,1,69.65,,A,Morn,2,56.8,,A,Noon,2,62.798,,A,Afternoon,2,70.2058824,,A,Morn,3,61.5392157,,A,Noon,3,66.9153846,,A,Afternoon,3,70.7351852,,A,Morn,4,68.8882353,,A,Noon,4,70.7153846,,A,Afternoon,4,60.9303571,,B,Morn,1,75.9321429,,B,Noon,1,74.6358491,,B,Afternoon,1,64.5388889,,B,Morn,2,60.8588235,,B,Noon,2,65.4054546,,B,Afternoon,2,62.9113208,,B,Morn,3,62.5166667,,B,Noon,3,63.3566038,,B,Afternoon,3,62.5961539,,B,Morn,4,70.1727273,,B,Noon,4,78.0381818,,B,Afternoon,4,66.5584906,,C,Morn,1,47.3846154,,C,Noon,1,67.3313726,,C,Afternoon,1,59.9653846,,C,Morn,2,39.8510204,,C,Noon,2,53.3722222,,C,Afternoon,2,61.1313726,,C,Morn,3,37.8454546,,C,Noon,3,55.3692308,,C,Afternoon,3,42.8096154,,C,Morn,4,41.8615385,,C,Noon,4,50.8884615,,C,Afternoon,4,31.2769231
A,Morn,1,60.54,,A,Noon,1,76.76,,A,Afternoon,1,74.95,,A,Morn,2,60.1,,A,Noon,2,61.456,,A,Afternoon,2,79.6784314,,A,Morn,3,62.572549,,A,Noon,3,68.9192308,,A,Afternoon,3,71.9,,A,Morn,4,63.5098039,,A,Noon,4,68.6942308,,A,Afternoon,4,61.0767857,,B,Morn,1,74.7607143,,B,Noon,1,70.254717,,B,Afternoon,1,64.2111111,,B,Morn,2,61.1882353,,B,Noon,2,65.3963636,,B,Afternoon,2,64.7679245,,B,Morn,3,66.3351852,,B,Noon,3,67.7773585,,B,Afternoon,3,63.7692308,,B,Morn,4,71.0672727,,B,Noon,4,83.0763636,,B,Afternoon,4,66.1962264,,C,Morn,1,47.8519231,,C,Noon,1,68.1235294,,C,Afternoon,1,64.0692308,,C,Morn,2,39.4387755,,C,Noon,2,53.7740741,,C,Afternoon,2,63.3901961,,C,Morn,3,34.7927273,,C,Noon,3,54.9557692,,C,Afternoon,3,48.8480769,,C,Morn,4,40.6346154,,C,Noon,4,43.3115385,,C,Afternoon,4,31.6403846
