Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Gain Bin Mean,,Location,Time of Day,Day,Gain Bin Mean,,Location,Time of Day,Day,Gain Bin Mean,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level
Art,Morning,Tue,63.1528,,Art,Afternoon,1,70.501,,Art,Evening,1,64.164,,Art,Morning,2,61.1256,,Art,Afternoon,2,63.8876,,Art,Evening,2,73.6,,Art,Morning,3,65.254,,Art,Afternoon,3,71.5792,,Art,Evening,3,58.8766,,Art,Morning,4,69.836,,Art,Afternoon,4,79.01236,,Art,Evening,4,66.40782,,Front,Morning,1,77.214,,Front,Afternoon,1,67.1004,,Front,Evening,1,57.527,,Front,Morning,2,73.4238,,Front,Afternoon,2,65.618,,Front,Evening,2,73.4362,,Front,Morning,3,64.7666,,Front,Afternoon,3,71.1564,,Front,Evening,3,67.18245,,Front,Morning,4,68.29148,,Front,Afternoon,4,71.87907,,Front,Evening,4,70.09926,,Sports,Morning,1,57.2518,,Sports,Afternoon,1,61.456,,Sports,Evening,1,74.6066,,Sports,Morning,2,64.7666,,Sports,Afternoon,2,71.1564,,Sports,Evening,2,68.506,,Sports,Morning,3,69.24782,,Sports,Afternoon,3,72.5,,Sports,Evening,3,76.69103,,Sports,Morning,4,69.522,,Sports,Afternoon,4,56.65,,Sports,Evening,4,72.09673
Art,Morning,Tue,57.5816,,Art,Afternoon,1,71.5182,,Art,Evening,1,65.168,,Art,Morning,2,61.8238,,Art,Afternoon,2,67.3612,,Art,Evening,2,72.7628,,Art,Morning,3,61.194,,Art,Afternoon,3,72.9194,,Art,Evening,3,57.254,,Art,Morning,4,71.12855,,Art,Afternoon,4,79.55582,,Art,Evening,4,64.256,,Front,Morning,1,76.944,,Front,Afternoon,1,73.3428,,Front,Evening,1,67.5092,,Front,Morning,2,77.978,,Front,Afternoon,2,64.562,,Front,Evening,2,77.41,,Front,Morning,3,68.2566,,Front,Afternoon,3,78.777,,Front,Evening,3,64.30321,,Front,Morning,4,71.17321,,Front,Afternoon,4,72.56057,,Front,Evening,4,68.67377,,Sports,Morning,1,57.9886,,Sports,Afternoon,1,61.644,,Sports,Evening,1,62.46,,Sports,Morning,2,68.2566,,Sports,Afternoon,2,78.777,,Sports,Evening,2,67.032,,Sports,Morning,3,75.51745,,Sports,Afternoon,3,74.75,,Sports,Evening,3,77.27931,,Sports,Morning,4,64.564,,Sports,Afternoon,4,57.892,,Sports,Evening,4,64.64709
Art,Morning,Tue,61.5808,,Art,Afternoon,1,73.3672,,Art,Evening,1,66.906,,Art,Morning,2,62.9622,,Art,Afternoon,2,61.5234,,Art,Evening,2,72.537,,Art,Morning,3,58.856,,Art,Afternoon,3,72.6744,,Art,Evening,3,73.6712,,Art,Morning,4,71.7213,,Art,Afternoon,4,80.10778,,Art,Evening,4,66.95593,,Front,Morning,1,77.83,,Front,Afternoon,1,71.9146,,Front,Evening,1,68.92,,Front,Morning,2,81.3072,,Front,Afternoon,2,64.132,,Front,Evening,2,76.4672,,Front,Morning,3,69.0326,,Front,Afternoon,3,71.7904,,Front,Evening,3,71.41396,,Front,Morning,4,70.22352,,Front,Afternoon,4,75.27189,,Front,Evening,4,66.68037,,Sports,Morning,1,57.6492,,Sports,Afternoon,1,66.02,,Sports,Evening,1,68.8942,,Sports,Morning,2,69.0326,,Sports,Afternoon,2,71.7904,,Sports,Evening,2,67.986,,Sports,Morning,3,75.62618,,Sports,Afternoon,3,65.264,,Sports,Evening,3,73.39552,,Sports,Morning,4,60.956,,Sports,Afternoon,4,57.886,,Sports,Evening,4,70.11309
Art,Morning,Tue,57.579,,Art,Afternoon,1,76.528,,Art,Evening,1,66.022,,Art,Morning,2,55.7852,,Art,Afternoon,2,57.299,,Art,Evening,2,71.2852,,Art,Morning,3,55.668,,Art,Afternoon,3,69.3618,,Art,Evening,3,65.7822,,Art,Morning,4,73.22182,,Art,Afternoon,4,80.09982,,Art,Evening,4,69.602,,Front,Morning,1,79.998,,Front,Afternoon,1,70.9374,,Front,Evening,1,57.7176,,Front,Morning,2,74.9992,,Front,Afternoon,2,63.284,,Front,Evening,2,78.5678,,Front,Morning,3,66.9834,,Front,Afternoon,3,74.3644,,Front,Evening,3,66.35396,,Front,Morning,4,70.73833,,Front,Afternoon,4,75.24315,,Front,Evening,4,66.66849,,Sports,Morning,1,58.87,,Sports,Afternoon,1,66.534,,Sports,Evening,1,66.6328,,Sports,Morning,2,66.9834,,Sports,Afternoon,2,74.3644,,Sports,Evening,2,66.184,,Sports,Morning,3,73.46685,,Sports,Afternoon,3,76.48,,Sports,Evening,3,73.98603,,Sports,Morning,4,62.874,,Sports,Afternoon,4,57.34,,Sports,Evening,4,69.90582
Art,Morning,Tue,63.294,,Art,Afternoon,1,78.3416,,Art,Evening,1,68.752,,Art,Morning,2,56.4572,,Art,Afternoon,2,60.6236,,Art,Evening,2,71.753,,Art,Morning,3,54.602,,Art,Afternoon,3,72.1266,,Art,Evening,3,58.4172,,Art,Morning,4,69.74291,,Art,Afternoon,4,80.32509,,Art,Evening,4,73.724,,Front,Morning,1,79.29,,Front,Afternoon,1,68.8722,,Front,Evening,1,53.0382,,Front,Morning,2,70.201,,Front,Afternoon,2,62.984,,Front,Evening,2,78.1266,,Front,Morning,3,64.1048,,Front,Afternoon,3,68.899,,Front,Evening,3,67.26358,,Front,Morning,4,69.07604,,Front,Afternoon,4,70.43566,,Front,Evening,4,68.21204,,Sports,Morning,1,58.5446,,Sports,Afternoon,1,67.908,,Sports,Evening,1,70.7858,,Sports,Morning,2,64.1048,,Sports,Afternoon,2,68.899,,Sports,Evening,2,66.41,,Sports,Morning,3,74.34164,,Sports,Afternoon,3,72.516,,Sports,Evening,3,78.03845,,Sports,Morning,4,55.082,,Sports,Afternoon,4,56.898,,Sports,Evening,4,67.79382
Art,Morning,Tue,62.5842,,Art,Afternoon,1,75.8878,,Art,Evening,1,67.906,,Art,Morning,2,61.3266,,Art,Afternoon,2,58.1142,,Art,Evening,2,71.4794,,Art,Morning,3,57.03,,Art,Afternoon,3,72.7308,,Art,Evening,3,51.7864,,Art,Morning,4,68.44073,,Art,Afternoon,4,79.66818,,Art,Evening,4,68.57873,,Front,Morning,1,80.724,,Front,Afternoon,1,70.8848,,Front,Evening,1,61.2568,,Front,Morning,2,72.5124,,Front,Afternoon,2,66.762,,Front,Evening,2,82.594,,Front,Morning,3,62.6894,,Front,Afternoon,3,76.244,,Front,Evening,3,61.81736,,Front,Morning,4,69.45,,Front,Afternoon,4,72.13679,,Front,Evening,4,69.49736,,Sports,Morning,1,63.3236,,Sports,Afternoon,1,69.258,,Sports,Evening,1,70.9204,,Sports,Morning,2,62.6894,,Sports,Afternoon,2,76.244,,Sports,Evening,2,65.45,,Sports,Morning,3,75.41509,,Sports,Afternoon,3,72.892,,Sports,Evening,3,78.245,,Sports,Morning,4,55.794,,Sports,Afternoon,4,57.004,,Sports,Evening,4,67.23745
Art,Morning,Tue,54.398,,Art,Afternoon,1,77.7352,,Art,Evening,1,65.758,,Art,Morning,2,61.7688,,Art,Afternoon,2,56.9268,,Art,Evening,2,71.039,,Art,Morning,3,59.204,,Art,Afternoon,3,69.781,,Art,Evening,3,59.1958,,Art,Morning,4,71.07745,,Art,Afternoon,4,79.63909,,Art,Evening,4,65.56018,,Front,Morning,1,80.19,,Front,Afternoon,1,74.5788,,Front,Evening,1,56.8408,,Front,Morning,2,68.3736,,Front,Afternoon,2,68.282,,Front,Evening,2,74.3772,,Front,Morning,3,59.2414,,Front,Afternoon,3,76.3746,,Front,Evening,3,65.60222,,Front,Morning,4,69.7587,,Front,Afternoon,4,70.47407,,Front,Evening,4,68.65648,,Sports,Morning,1,69.557,,Sports,Afternoon,1,61.944,,Sports,Evening,1,78.5764,,Sports,Morning,2,59.2414,,Sports,Afternoon,2,76.3746,,Sports,Evening,2,64.672,,Sports,Morning,3,70.08164,,Sports,Afternoon,3,73.376,,Sports,Evening,3,77.60397,,Sports,Morning,4,66.428,,Sports,Afternoon,4,62.908,,Sports,Evening,4,66.09745
Art,Morning,Tue,58.7854,,Art,Afternoon,1,76.2914,,Art,Evening,1,61.364,,Art,Morning,2,62.9578,,Art,Afternoon,2,62.6574,,Art,Evening,2,69.0006,,Art,Morning,3,58.946,,Art,Afternoon,3,70.447,,Art,Evening,3,59.9922,,Art,Morning,4,71.91273,,Art,Afternoon,4,79.15727,,Art,Evening,4,70.45036,,Front,Morning,1,79.54,,Front,Afternoon,1,68.1412,,Front,Evening,1,61.0804,,Front,Morning,2,65.9754,,Front,Afternoon,2,66.694,,Front,Evening,2,80.3158,,Front,Morning,3,68.3666,,Front,Afternoon,3,69.7818,,Front,Evening,3,62.39151,,Front,Morning,4,68.65963,,Front,Afternoon,4,70.33887,,Front,Evening,4,67.29755,,Sports,Morning,1,64.5474,,Sports,Afternoon,1,65.178,,Sports,Evening,1,78.1078,,Sports,Morning,2,68.3666,,Sports,Afternoon,2,69.7818,,Sports,Evening,2,63.132,,Sports,Morning,3,72.38964,,Sports,Afternoon,3,71.02,,Sports,Evening,3,81.68897,,Sports,Morning,4,63.956,,Sports,Afternoon,4,57.706,,Sports,Evening,4,72.34255
Art,Morning,Tue,59.0354,,Art,Afternoon,1,76.1196,,Art,Evening,1,59.426,,Art,Morning,2,58.4858,,Art,Afternoon,2,53.7332,,Art,Evening,2,71.3394,,Art,Morning,3,61.676,,Art,Afternoon,3,72.655,,Art,Evening,3,62.8014,,Art,Morning,4,71.82909,,Art,Afternoon,4,78.63691,,Art,Evening,4,70.18691,,Front,Morning,1,79.682,,Front,Afternoon,1,66.662,,Front,Evening,1,55.7782,,Front,Morning,2,65.671,,Front,Afternoon,2,62.33,,Front,Evening,2,80.727,,Front,Morning,3,66.6532,,Front,Afternoon,3,68.9746,,Front,Evening,3,63.63264,,Front,Morning,4,71.84,,Front,Afternoon,4,68.80278,,Front,Evening,4,65.53815,,Sports,Morning,1,60.3826,,Sports,Afternoon,1,61.986,,Sports,Evening,1,74.9366,,Sports,Morning,2,66.6532,,Sports,Afternoon,2,68.9746,,Sports,Evening,2,65.976,,Sports,Morning,3,77.28073,,Sports,Afternoon,3,72.156,,Sports,Evening,3,79.95931,,Sports,Morning,4,67.45,,Sports,Afternoon,4,57.614,,Sports,Evening,4,70.17
Art,Morning,Tue,60.432,,Art,Afternoon,1,74.5266,,Art,Evening,1,56.678,,Art,Morning,2,61.8254,,Art,Afternoon,2,58.6196,,Art,Evening,2,72.4032,,Art,Morning,3,60.774,,Art,Afternoon,3,73.1228,,Art,Evening,3,62.1918,,Art,Morning,4,71.2237,,Art,Afternoon,4,79.3313,,Art,Evening,4,70.38093,,Front,Morning,1,80.84,,Front,Afternoon,1,66.8598,,Front,Evening,1,56.4374,,Front,Morning,2,67.1724,,Front,Afternoon,2,66.076,,Front,Evening,2,75.3842,,Front,Morning,3,68.4248,,Front,Afternoon,3,71.8364,,Front,Evening,3,66.99151,,Front,Morning,4,70.33833,,Front,Afternoon,4,68.83472,,Front,Evening,4,64.69075,,Sports,Morning,1,61.1474,,Sports,Afternoon,1,67.582,,Sports,Evening,1,68.014,,Sports,Morning,2,68.4248,,Sports,Afternoon,2,71.8364,,Sports,Evening,2,67.046,,Sports,Morning,3,82.84236,,Sports,Afternoon,3,74.114,,Sports,Evening,3,79.62569,,Sports,Morning,4,68.604,,Sports,Afternoon,4,55.918,,Sports,Evening,4,68.67582
Art,Morning,Tue,65.44,,Art,Afternoon,1,75.1562,,Art,Evening,1,55.796,,Art,Morning,2,62.8172,,Art,Afternoon,2,61.8264,,Art,Evening,2,72.6872,,Art,Morning,3,64.16,,Art,Afternoon,3,70.4742,,Art,Evening,3,65.5972,,Art,Morning,4,72.39818,,Art,Afternoon,4,78.94164,,Art,Evening,4,70.81164,,Front,Morning,1,81.41,,Front,Afternoon,1,69.9818,,Front,Evening,1,67.9894,,Front,Morning,2,66.3242,,Front,Afternoon,2,67.562,,Front,Evening,2,76.2332,,Front,Morning,3,65.2442,,Front,Afternoon,3,63.6732,,Front,Evening,3,63.12509,,Front,Morning,4,70.50741,,Front,Afternoon,4,68.61868,,Front,Evening,4,65.50185,,Sports,Morning,1,64.2508,,Sports,Afternoon,1,68.234,,Sports,Evening,1,71.2102,,Sports,Morning,2,65.2442,,Sports,Afternoon,2,63.6732,,Sports,Evening,2,68.26,,Sports,Morning,3,77.45418,,Sports,Afternoon,3,67.396,,Sports,Evening,3,77.78776,,Sports,Morning,4,68.042,,Sports,Afternoon,4,57.212,,Sports,Evening,4,68.36236
Art,Morning,Tue,66.2094,,Art,Afternoon,1,75.3898,,Art,Evening,1,55.81,,Art,Morning,2,64.0446,,Art,Afternoon,2,59.6422,,Art,Evening,2,72.101,,Art,Morning,3,62.564,,Art,Afternoon,3,70.1276,,Art,Evening,3,61.7748,,Art,Morning,4,71.23455,,Art,Afternoon,4,77.76091,,Art,Evening,4,68.89418,,Front,Morning,1,83.63,,Front,Afternoon,1,67.6552,,Front,Evening,1,61.5166,,Front,Morning,2,70.9318,,Front,Afternoon,2,70.166,,Front,Evening,2,77.4326,,Front,Morning,3,61.1356,,Front,Afternoon,3,69.9668,,Front,Evening,3,68.55811,,Front,Morning,4,67.72755,,Front,Afternoon,4,66.0137,,Front,Evening,4,71.5517,,Sports,Morning,1,62.9424,,Sports,Afternoon,1,67.772,,Sports,Evening,1,66.0258,,Sports,Morning,2,61.1356,,Sports,Afternoon,2,69.9668,,Sports,Evening,2,68.51,,Sports,Morning,3,74.11982,,Sports,Afternoon,3,67.528,,Sports,Evening,3,75.01103,,Sports,Morning,4,64.366,,Sports,Afternoon,4,55.292,,Sports,Evening,4,72.69782
Art,Morning,Tue,66.2952,,Art,Afternoon,1,76.624,,Art,Evening,1,60.16,,Art,Morning,2,62.8762,,Art,Afternoon,2,63.3454,,Art,Evening,2,71.4048,,Art,Morning,3,66.126,,Art,Afternoon,3,72.7894,,Art,Evening,3,59.6282,,Art,Morning,4,74.83764,,Art,Afternoon,4,78.29673,,Art,Evening,4,67.74618,,Front,Morning,1,85.268,,Front,Afternoon,1,67.548,,Front,Evening,1,60.7372,,Front,Morning,2,68.6736,,Front,Afternoon,2,72.21,,Front,Evening,2,77.8388,,Front,Morning,3,58.0958,,Front,Afternoon,3,67.681,,Front,Evening,3,63.57774,,Front,Morning,4,69.31481,,Front,Afternoon,4,65.70434,,Front,Evening,4,74.38037,,Sports,Morning,1,59.4532,,Sports,Afternoon,1,61.13,,Sports,Evening,1,66.514,,Sports,Morning,2,58.0958,,Sports,Afternoon,2,67.681,,Sports,Evening,2,67.386,,Sports,Morning,3,75.78255,,Sports,Afternoon,3,76.072,,Sports,Evening,3,76.12517,,Sports,Morning,4,60.448,,Sports,Afternoon,4,56.078,,Sports,Evening,4,72.17655
Art,Morning,Tue,68.3686,,Art,Afternoon,1,74.9022,,Art,Evening,1,57.874,,Art,Morning,2,64.132,,Art,Afternoon,2,63.5018,,Art,Evening,2,69.3008,,Art,Morning,3,66.48,,Art,Afternoon,3,71.6468,,Art,Evening,3,62.7894,,Art,Morning,4,68.25618,,Art,Afternoon,4,78.36491,,Art,Evening,4,72.63364,,Front,Morning,1,80.8,,Front,Afternoon,1,66.5444,,Front,Evening,1,63.3258,,Front,Morning,2,72.5088,,Front,Afternoon,2,70.632,,Front,Evening,2,82.0108,,Front,Morning,3,59.8298,,Front,Afternoon,3,67.1894,,Front,Evening,3,71.78981,,Front,Morning,4,69.78167,,Front,Afternoon,4,66.98111,,Front,Evening,4,76.61113,,Sports,Morning,1,57.822,,Sports,Afternoon,1,60.948,,Sports,Evening,1,69.9292,,Sports,Morning,2,59.8298,,Sports,Afternoon,2,67.1894,,Sports,Evening,2,65.53,,Sports,Morning,3,78.29537,,Sports,Afternoon,3,72.838,,Sports,Evening,3,75.86966,,Sports,Morning,4,58.624,,Sports,Afternoon,4,57.062,,Sports,Evening,4,77.19364
Art,Morning,Tue,67.325,,Art,Afternoon,1,77.7714,,Art,Evening,1,59.072,,Art,Morning,2,64.7408,,Art,Afternoon,2,67.8522,,Art,Evening,2,68.201,,Art,Morning,3,63.128,,Art,Afternoon,3,69.5326,,Art,Evening,3,69.525,,Art,Morning,4,72.40255,,Art,Afternoon,4,78.99036,,Art,Evening,4,67.09109,,Front,Morning,1,78.878,,Front,Afternoon,1,65.3994,,Front,Evening,1,63.3728,,Front,Morning,2,70.4736,,Front,Afternoon,2,67.062,,Front,Evening,2,77.7924,,Front,Morning,3,67.6518,,Front,Afternoon,3,67.704,,Front,Evening,3,74.84774,,Front,Morning,4,70.26811,,Front,Afternoon,4,62.57377,,Front,Evening,4,75.17593,,Sports,Morning,1,61.9788,,Sports,Afternoon,1,65.642,,Sports,Evening,1,70.766,,Sports,Morning,2,67.6518,,Sports,Afternoon,2,67.704,,Sports,Evening,2,65.65,,Sports,Morning,3,77.85545,,Sports,Afternoon,3,73.516,,Sports,Evening,3,78.63069,,Sports,Morning,4,56.328,,Sports,Afternoon,4,57.04,,Sports,Evening,4,74.30618
Art,Morning,Tue,65.922,,Art,Afternoon,1,77.9434,,Art,Evening,1,60.82,,Art,Morning,2,67.8038,,Art,Afternoon,2,66.5444,,Art,Evening,2,67.9916,,Art,Morning,3,61.964,,Art,Afternoon,3,69.8556,,Art,Evening,3,61.2414,,Art,Morning,4,72.23182,,Art,Afternoon,4,78.64945,,Art,Evening,4,63.87345,,Front,Morning,1,78.554,,Front,Afternoon,1,70.5762,,Front,Evening,1,66.9146,,Front,Morning,2,68.9432,,Front,Afternoon,2,69.164,,Front,Evening,2,79.7434,,Front,Morning,3,68.05,,Front,Afternoon,3,73.5094,,Front,Evening,3,73.98283,,Front,Morning,4,72.60222,,Front,Afternoon,4,61.26604,,Front,Evening,4,75.07509,,Sports,Morning,1,61.7808,,Sports,Afternoon,1,68.178,,Sports,Evening,1,77.9394,,Sports,Morning,2,68.05,,Sports,Afternoon,2,73.5094,,Sports,Evening,2,67.856,,Sports,Morning,3,76.21218,,Sports,Afternoon,3,76.236,,Sports,Evening,3,76.82,,Sports,Morning,4,56.186,,Sports,Afternoon,4,57.278,,Sports,Evening,4,71.00345
Art,Morning,Tue,62.5274,,Art,Afternoon,1,76.6952,,Art,Evening,1,63.34,,Art,Morning,2,63.9688,,Art,Afternoon,2,63.4236,,Art,Evening,2,67.6952,,Art,Morning,3,59.306,,Art,Afternoon,3,72.0626,,Art,Evening,3,64.83,,Art,Morning,4,70.99036,,Art,Afternoon,4,80.12345,,Art,Evening,4,65.20473,,Front,Morning,1,77.606,,Front,Afternoon,1,66.5714,,Front,Evening,1,61.9014,,Front,Morning,2,66.2078,,Front,Afternoon,2,68.476,,Front,Evening,2,80.5564,,Front,Morning,3,67.8272,,Front,Afternoon,3,72.0158,,Front,Evening,3,72.66472,,Front,Morning,4,70.20778,,Front,Afternoon,4,65.35204,,Front,Evening,4,71.6163,,Sports,Morning,1,64.3276,,Sports,Afternoon,1,68.642,,Sports,Evening,1,73.2016,,Sports,Morning,2,67.8272,,Sports,Afternoon,2,72.0158,,Sports,Evening,2,68.774,,Sports,Morning,3,73.91545,,Sports,Afternoon,3,75.432,,Sports,Evening,3,78.16897,,Sports,Morning,4,55.318,,Sports,Afternoon,4,58.026,,Sports,Evening,4,72.19582
Art,Morning,Tue,61.7584,,Art,Afternoon,1,76.6328,,Art,Evening,1,65.858,,Art,Morning,2,67.4612,,Art,Afternoon,2,62.1608,,Art,Evening,2,71.8002,,Art,Morning,3,59.072,,Art,Afternoon,3,71.1124,,Art,Evening,3,64.2436,,Art,Morning,4,69.66185,,Art,Afternoon,4,78.16815,,Art,Evening,4,66.52778,,Front,Morning,1,79.452,,Front,Afternoon,1,69.794,,Front,Evening,1,58.0514,,Front,Morning,2,69.5802,,Front,Afternoon,2,62.506,,Front,Evening,2,79.359,,Front,Morning,3,68.3578,,Front,Afternoon,3,68.5876,,Front,Evening,3,73.67321,,Front,Morning,4,71.80226,,Front,Afternoon,4,67.93792,,Front,Evening,4,67.04151,,Sports,Morning,1,66.9194,,Sports,Afternoon,1,65.294,,Sports,Evening,1,69.257,,Sports,Morning,2,68.3578,,Sports,Afternoon,2,68.5876,,Sports,Evening,2,68.406,,Sports,Morning,3,81.38945,,Sports,Afternoon,3,74.57,,Sports,Evening,3,78.05638,,Sports,Morning,4,56.274,,Sports,Afternoon,4,59.7,,Sports,Evening,4,69.67945
Art,Morning,Tue,59.8942,,Art,Afternoon,1,78.272,,Art,Evening,1,66.054,,Art,Morning,2,67.007,,Art,Afternoon,2,62.7194,,Art,Evening,2,71.2324,,Art,Morning,3,58.576,,Art,Afternoon,3,71.938,,Art,Evening,3,69.7956,,Art,Morning,4,70.076,,Art,Afternoon,4,77.19018,,Art,Evening,4,66.88273,,Front,Morning,1,77.058,,Front,Afternoon,1,73.4824,,Front,Evening,1,53.4358,,Front,Morning,2,72.897,,Front,Afternoon,2,62.116,,Front,Evening,2,77.6806,,Front,Morning,3,65.2232,,Front,Afternoon,3,64.8848,,Front,Evening,3,72.16019,,Front,Morning,4,71.53537,,Front,Afternoon,4,66.61547,,Front,Evening,4,67.65907,,Sports,Morning,1,64.7724,,Sports,Afternoon,1,68.352,,Sports,Evening,1,74.0166,,Sports,Morning,2,65.2232,,Sports,Afternoon,2,64.8848,,Sports,Evening,2,67.348,,Sports,Morning,3,72.66055,,Sports,Afternoon,3,72.496,,Sports,Evening,3,77.41741,,Sports,Morning,4,55.006,,Sports,Afternoon,4,55.998,,Sports,Evening,4,69.56473
Art,Morning,Tue,59.231,,Art,Afternoon,1,77.2972,,Art,Evening,1,62.3,,Art,Morning,2,70.8712,,Art,Afternoon,2,64.4262,,Art,Evening,2,69.3454,,Art,Morning,3,58.1,,Art,Afternoon,3,73.7036,,Art,Evening,3,69.5218,,Art,Morning,4,71.68818,,Art,Afternoon,4,75.02691,,Art,Evening,4,65.24182,,Front,Morning,1,78.74,,Front,Afternoon,1,71.036,,Front,Evening,1,55.7312,,Front,Morning,2,72.103,,Front,Afternoon,2,70.634,,Front,Evening,2,81.5498,,Front,Morning,3,67.1086,,Front,Afternoon,3,72.181,,Front,Evening,3,72.97833,,Front,Morning,4,71.32815,,Front,Afternoon,4,63.39444,,Front,Evening,4,71.6334,,Sports,Morning,1,65.017,,Sports,Afternoon,1,65.908,,Sports,Evening,1,68.5196,,Sports,Morning,2,67.1086,,Sports,Afternoon,2,72.181,,Sports,Evening,2,66.008,,Sports,Morning,3,70.85527,,Sports,Afternoon,3,71.056,,Sports,Evening,3,77.41897,,Sports,Morning,4,58.084,,Sports,Afternoon,4,60.466,,Sports,Evening,4,68.21764
Art,Morning,Tue,65.3344,,Art,Afternoon,1,76.1512,,Art,Evening,1,62.138,,Art,Morning,2,65.6304,,Art,Afternoon,2,64.8292,,Art,Evening,2,68.546,,Art,Morning,3,57.958,,Art,Afternoon,3,71.4556,,Art,Evening,3,69.5696,,Art,Morning,4,67.56655,,Art,Afternoon,4,76.35564,,Art,Evening,4,68.61727,,Front,Morning,1,79.594,,Front,Afternoon,1,68.177,,Front,Evening,1,50.5502,,Front,Morning,2,69.8114,,Front,Afternoon,2,67.884,,Front,Evening,2,77.3038,,Front,Morning,3,69.4704,,Front,Afternoon,3,70.198,,Front,Evening,3,71.67717,,Front,Morning,4,68.73094,,Front,Afternoon,4,65.25566,,Front,Evening,4,71.47074,,Sports,Morning,1,65.2178,,Sports,Afternoon,1,71.474,,Sports,Evening,1,71.9168,,Sports,Morning,2,69.4704,,Sports,Afternoon,2,70.198,,Sports,Evening,2,69.128,,Sports,Morning,3,66.66764,,Sports,Afternoon,3,71.676,,Sports,Evening,3,75.04241,,Sports,Morning,4,60.46,,Sports,Afternoon,4,67.07,,Sports,Evening,4,70.84691
Art,Morning,Tue,66.2698,,Art,Afternoon,1,77.2116,,Art,Evening,1,61.446,,Art,Morning,2,64.0994,,Art,Afternoon,2,64.4692,,Art,Evening,2,67.213,,Art,Morning,3,59.35,,Art,Afternoon,3,69.6408,,Art,Evening,3,65.3278,,Art,Morning,4,71.64,,Art,Afternoon,4,78.18636,,Art,Evening,4,69.80127,,Front,Morning,1,80.842,,Front,Afternoon,1,71.1804,,Front,Evening,1,55.3304,,Front,Morning,2,68.683,,Front,Afternoon,2,62.71,,Front,Evening,2,76.4528,,Front,Morning,3,70.1984,,Front,Afternoon,3,65.536,,Front,Evening,3,74.37151,,Front,Morning,4,69.99111,,Front,Afternoon,4,66.81944,,Front,Evening,4,69.01396,,Sports,Morning,1,66.3914,,Sports,Afternoon,1,68.036,,Sports,Evening,1,68.739,,Sports,Morning,2,70.1984,,Sports,Afternoon,2,65.536,,Sports,Evening,2,67.242,,Sports,Morning,3,77.64018,,Sports,Afternoon,3,70.966,,Sports,Evening,3,76.74914,,Sports,Morning,4,58.738,,Sports,Afternoon,4,68.544,,Sports,Evening,4,67.182
Art,Morning,Tue,66.994,,Art,Afternoon,1,76.3536,,Art,Evening,1,58.058,,Art,Morning,2,61.6886,,Art,Afternoon,2,66.9538,,Art,Evening,2,67.1148,,Art,Morning,3,59.746,,Art,Afternoon,3,73.4154,,Art,Evening,3,63.428,,Art,Morning,4,69.18982,,Art,Afternoon,4,78.19964,,Art,Evening,4,62.85745,,Front,Morning,1,83.644,,Front,Afternoon,1,70.1194,,Front,Evening,1,55.5182,,Front,Morning,2,67.1698,,Front,Afternoon,2,66.776,,Front,Evening,2,75.3038,,Front,Morning,3,69.374,,Front,Afternoon,3,67.2952,,Front,Evening,3,76.79057,,Front,Morning,4,67.85648,,Front,Afternoon,4,63.00585,,Front,Evening,4,67.4437,,Sports,Morning,1,63.5896,,Sports,Afternoon,1,65.664,,Sports,Evening,1,73.7948,,Sports,Morning,2,69.374,,Sports,Afternoon,2,67.2952,,Sports,Evening,2,67.072,,Sports,Morning,3,71.67574,,Sports,Afternoon,3,71.99,,Sports,Evening,3,77.49776,,Sports,Morning,4,56.67,,Sports,Afternoon,4,69.898,,Sports,Evening,4,72.09927
