Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Gain Bin Mean,,Location,Time of Day,Day,Gain Bin Mean,,Location,Time of Day,Day,Gain Bin Mean,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level,,Location,Time of Day,Day,Average Sound Level
Art,Morning,Tue,65.1942,,Art,Afternoon,1,73.8382,,Art,Evening,1,69.42,,Art,Morning,2,62.6194,,Art,Afternoon,2,61.9088,,Art,Evening,2,64.7962,,Art,Morning,3,61.582,,Art,Afternoon,3,61.7456,,Art,Evening,3,69.2858,,Art,Morning,4,71.41673,,Art,Afternoon,4,80.66964,,Art,Evening,4,67.73782,,Front,Morning,1,83.962,,Front,Afternoon,1,67.8794,,Front,Evening,1,55.3326,,Front,Morning,2,67.8332,,Front,Afternoon,2,67.424,,Front,Evening,2,78.5644,,Front,Morning,3,69.4072,,Front,Afternoon,3,75.6068,,Front,Evening,3,62.5717,,Front,Morning,4,76.13574,,Front,Afternoon,4,62.965,,Front,Evening,4,64.90113,,Sports,Morning,1,51.4722,,Sports,Afternoon,1,64.854,,Sports,Evening,1,69.3182,,Sports,Morning,2,69.4072,,Sports,Afternoon,2,75.6068,,Sports,Evening,2,69.03,,Sports,Morning,3,70.82891,,Sports,Afternoon,3,68.996,,Sports,Evening,3,78.07586,,Sports,Morning,4,67.614,,Sports,Afternoon,4,62.246,,Sports,Evening,4,70.45255
Art,Morning,Tue,59.0704,,Art,Afternoon,1,70.53,,Art,Evening,1,68.096,,Art,Morning,2,65.035,,Art,Afternoon,2,63.2124,,Art,Evening,2,66.6262,,Art,Morning,3,58.958,,Art,Afternoon,3,69.003,,Art,Evening,3,64.386,,Art,Morning,4,75.14018,,Art,Afternoon,4,81.40145,,Art,Evening,4,70.22145,,Front,Morning,1,91.56,,Front,Afternoon,1,65.9042,,Front,Evening,1,51.1724,,Front,Morning,2,69.2502,,Front,Afternoon,2,64.77,,Front,Evening,2,75.3978,,Front,Morning,3,65.569,,Front,Afternoon,3,68.4398,,Front,Evening,3,73.08642,,Front,Morning,4,76.66556,,Front,Afternoon,4,65.57302,,Front,Evening,4,65.30111,,Sports,Morning,1,53.076,,Sports,Afternoon,1,66.024,,Sports,Evening,1,70.586,,Sports,Morning,2,65.569,,Sports,Afternoon,2,68.4398,,Sports,Evening,2,70.644,,Sports,Morning,3,70.46418,,Sports,Afternoon,3,68.262,,Sports,Evening,3,77.18362,,Sports,Morning,4,66.948,,Sports,Afternoon,4,62.314,,Sports,Evening,4,68.62109
Art,Morning,Tue,61.4036,,Art,Afternoon,1,66.8626,,Art,Evening,1,66.846,,Art,Morning,2,58.9734,,Art,Afternoon,2,65.1054,,Art,Evening,2,67.1158,,Art,Morning,3,59.222,,Art,Afternoon,3,68.419,,Art,Evening,3,65.1686,,Art,Morning,4,73.16926,,Art,Afternoon,4,79.6087,,Art,Evening,4,64.68907,,Front,Morning,1,84.608,,Front,Afternoon,1,69.2654,,Front,Evening,1,48.9132,,Front,Morning,2,71.2034,,Front,Afternoon,2,67.546,,Front,Evening,2,79.6072,,Front,Morning,3,67.3128,,Front,Afternoon,3,66.7424,,Front,Evening,3,72.31925,,Front,Morning,4,76.20623,,Front,Afternoon,4,63.80604,,Front,Evening,4,61.74321,,Sports,Morning,1,48.5092,,Sports,Afternoon,1,68.84,,Sports,Evening,1,71.078,,Sports,Morning,2,67.3128,,Sports,Afternoon,2,66.7424,,Sports,Evening,2,71.746,,Sports,Morning,3,62.57691,,Sports,Afternoon,3,71.524,,Sports,Evening,3,76.18,,Sports,Morning,4,70.79,,Sports,Afternoon,4,62.954,,Sports,Evening,4,71.15636
Art,Morning,Tue,56.9524,,Art,Afternoon,1,70.236,,Art,Evening,1,61.882,,Art,Morning,2,58.38,,Art,Afternoon,2,62.569,,Art,Evening,2,64.703,,Art,Morning,3,59.818,,Art,Afternoon,3,67.5914,,Art,Evening,3,64.1602,,Art,Morning,4,73.78745,,Art,Afternoon,4,78.02255,,Art,Evening,4,63.77891,,Front,Morning,1,79.534,,Front,Afternoon,1,72.2102,,Front,Evening,1,53.3396,,Front,Morning,2,66.833,,Front,Afternoon,2,66.052,,Front,Evening,2,74.8294,,Front,Morning,3,72.0634,,Front,Afternoon,3,58.0184,,Front,Evening,3,74.12585,,Front,Morning,4,76.20167,,Front,Afternoon,4,67.0437,,Front,Evening,4,71.24926,,Sports,Morning,1,57.1702,,Sports,Afternoon,1,67.038,,Sports,Evening,1,67.9882,,Sports,Morning,2,72.0634,,Sports,Afternoon,2,58.0184,,Sports,Evening,2,67.666,,Sports,Morning,3,71.36436,,Sports,Afternoon,3,71.6,,Sports,Evening,3,76.87052,,Sports,Morning,4,59.812,,Sports,Afternoon,4,63.794,,Sports,Evening,4,72.76855
Art,Morning,Tue,58.8972,,Art,Afternoon,1,68.3738,,Art,Evening,1,63.342,,Art,Morning,2,58.788,,Art,Afternoon,2,58.7972,,Art,Evening,2,69.203,,Art,Morning,3,59.826,,Art,Afternoon,3,73.664,,Art,Evening,3,61.73,,Art,Morning,4,75.86364,,Art,Afternoon,4,78.09309,,Art,Evening,4,62.49618,,Front,Morning,1,82.038,,Front,Afternoon,1,67.964,,Front,Evening,1,51.2968,,Front,Morning,2,66.5326,,Front,Afternoon,2,69.23,,Front,Evening,2,81.2524,,Front,Morning,3,72.6914,,Front,Afternoon,3,65.2478,,Front,Evening,3,68.86574,,Front,Morning,4,79.7687,,Front,Afternoon,4,66.64736,,Front,Evening,4,68.00925,,Sports,Morning,1,59.8868,,Sports,Afternoon,1,63.292,,Sports,Evening,1,74.9382,,Sports,Morning,2,72.6914,,Sports,Afternoon,2,65.2478,,Sports,Evening,2,66.45,,Sports,Morning,3,73.64236,,Sports,Afternoon,3,69.672,,Sports,Evening,3,77.86966,,Sports,Morning,4,56.572,,Sports,Afternoon,4,58.496,,Sports,Evening,4,76.86491
Art,Morning,Tue,58.6214,,Art,Afternoon,1,72.5652,,Art,Evening,1,65.454,,Art,Morning,2,58.4728,,Art,Afternoon,2,65.0722,,Art,Evening,2,76.086,,Art,Morning,3,57.886,,Art,Afternoon,3,70.8508,,Art,Evening,3,63.4008,,Art,Morning,4,69.86455,,Art,Afternoon,4,76.18091,,Art,Evening,4,64.63255,,Front,Morning,1,84.524,,Front,Afternoon,1,75.1642,,Front,Evening,1,55.7926,,Front,Morning,2,68.0362,,Front,Afternoon,2,72.928,,Front,Evening,2,79.042,,Front,Morning,3,66.9504,,Front,Afternoon,3,64.2016,,Front,Evening,3,74.54377,,Front,Morning,4,74.45698,,Front,Afternoon,4,66.96648,,Front,Evening,4,67.68796,,Sports,Morning,1,55.2682,,Sports,Afternoon,1,60.012,,Sports,Evening,1,76.5586,,Sports,Morning,2,66.9504,,Sports,Afternoon,2,64.2016,,Sports,Evening,2,73.322,,Sports,Morning,3,73.69182,,Sports,Afternoon,3,71.234,,Sports,Evening,3,75.62466,,Sports,Morning,4,57.228,,Sports,Afternoon,4,56.298,,Sports,Evening,4,71.98691
Art,Morning,Tue,55.9664,,Art,Afternoon,1,76.2388,,Art,Evening,1,68.906,,Art,Morning,2,59.6586,,Art,Afternoon,2,61.6678,,Art,Evening,2,75.8758,,Art,Morning,3,56.032,,Art,Afternoon,3,74.7474,,Art,Evening,3,63.622,,Art,Morning,4,76.73018,,Art,Afternoon,4,80.79127,,Art,Evening,4,67.25418,,Front,Morning,1,87.83,,Front,Afternoon,1,70.1042,,Front,Evening,1,50.0546,,Front,Morning,2,67.814,,Front,Afternoon,2,78.598,,Front,Evening,2,79.4014,,Front,Morning,3,67.0534,,Front,Afternoon,3,67.418,,Front,Evening,3,75.59566,,Front,Morning,4,72.27963,,Front,Afternoon,4,64.46189,,Front,Evening,4,59.77849,,Sports,Morning,1,56.4418,,Sports,Afternoon,1,59.05,,Sports,Evening,1,77.6754,,Sports,Morning,2,67.0534,,Sports,Afternoon,2,67.418,,Sports,Evening,2,68.28,,Sports,Morning,3,77.69782,,Sports,Afternoon,3,68.962,,Sports,Evening,3,75.85983,,Sports,Morning,4,59.382,,Sports,Afternoon,4,53.602,,Sports,Evening,4,70.27745
Art,Morning,Tue,57.5316,,Art,Afternoon,1,70.9054,,Art,Evening,1,68.206,,Art,Morning,2,62.465,,Art,Afternoon,2,69.257,,Art,Evening,2,74.825,,Art,Morning,3,56.426,,Art,Afternoon,3,69.9722,,Art,Evening,3,68.2212,,Art,Morning,4,73.99818,,Art,Afternoon,4,79.63345,,Art,Evening,4,66.88127,,Front,Morning,1,93.234,,Front,Afternoon,1,70.253,,Front,Evening,1,51.641,,Front,Morning,2,70.0226,,Front,Afternoon,2,72.964,,Front,Evening,2,78.3342,,Front,Morning,3,65.0296,,Front,Afternoon,3,58.164,,Front,Evening,3,71.41642,,Front,Morning,4,72.29444,,Front,Afternoon,4,61.30604,,Front,Evening,4,62.61407,,Sports,Morning,1,63.7348,,Sports,Afternoon,1,62.774,,Sports,Evening,1,73.412,,Sports,Morning,2,65.0296,,Sports,Afternoon,2,58.164,,Sports,Evening,2,71.102,,Sports,Morning,3,70.80145,,Sports,Afternoon,3,73.098,,Sports,Evening,3,72.68724,,Sports,Morning,4,62.838,,Sports,Afternoon,4,56.378,,Sports,Evening,4,71.68491
Art,Morning,Tue,59.3182,,Art,Afternoon,1,72.6938,,Art,Evening,1,65.15,,Art,Morning,2,62.8112,,Art,Afternoon,2,69.2488,,Art,Evening,2,72.1432,,Art,Morning,3,56.894,,Art,Afternoon,3,70.3102,,Art,Evening,3,63.5396,,Art,Morning,4,73.806,,Art,Afternoon,4,78.56673,,Art,Evening,4,71.18618,,Front,Morning,1,86.91,,Front,Afternoon,1,71.6396,,Front,Evening,1,53.9284,,Front,Morning,2,74.3462,,Front,Afternoon,2,71.854,,Front,Evening,2,80.1008,,Front,Morning,3,63.361,,Front,Afternoon,3,75.5446,,Front,Evening,3,71.35264,,Front,Morning,4,70.33679,,Front,Afternoon,4,63.84204,,Front,Evening,4,62.13132,,Sports,Morning,1,61.4518,,Sports,Afternoon,1,66.298,,Sports,Evening,1,73.6244,,Sports,Morning,2,63.361,,Sports,Afternoon,2,75.5446,,Sports,Evening,2,69.548,,Sports,Morning,3,64.18963,,Sports,Afternoon,3,71.438,,Sports,Evening,3,74.31379,,Sports,Morning,4,66.16,,Sports,Afternoon,4,54.956,,Sports,Evening,4,67.58218
Art,Morning,Tue,60.0446,,Art,Afternoon,1,74.497,,Art,Evening,1,64.524,,Art,Morning,2,58.9556,,Art,Afternoon,2,65.072,,Art,Evening,2,68.517,,Art,Morning,3,57.232,,Art,Afternoon,3,66.541,,Art,Evening,3,61.9406,,Art,Morning,4,71.74782,,Art,Afternoon,4,79.25909,,Art,Evening,4,70.93727,,Front,Morning,1,89.324,,Front,Afternoon,1,65.5472,,Front,Evening,1,57.9772,,Front,Morning,2,71.354,,Front,Afternoon,2,71.936,,Front,Evening,2,76.4274,,Front,Morning,3,71.4312,,Front,Afternoon,3,74.321,,Front,Evening,3,68.55774,,Front,Morning,4,68.91019,,Front,Afternoon,4,65.68755,,Front,Evening,4,64.04463,,Sports,Morning,1,57.0908,,Sports,Afternoon,1,61.676,,Sports,Evening,1,70.7982,,Sports,Morning,2,71.4312,,Sports,Afternoon,2,74.321,,Sports,Evening,2,71.16,,Sports,Morning,3,65.56564,,Sports,Afternoon,3,69.88,,Sports,Evening,3,73.68776,,Sports,Morning,4,66.17,,Sports,Afternoon,4,54.48,,Sports,Evening,4,70.88727
Art,Morning,Tue,65.4434,,Art,Afternoon,1,75.0378,,Art,Evening,1,60.124,,Art,Morning,2,56.179,,Art,Afternoon,2,57.2296,,Art,Evening,2,69.1766,,Art,Morning,3,58.288,,Art,Afternoon,3,66.9798,,Art,Evening,3,64.6088,,Art,Morning,4,69.63796,,Art,Afternoon,4,80.09241,,Art,Evening,4,68.25204,,Front,Morning,1,85.572,,Front,Afternoon,1,64.2086,,Front,Evening,1,59.0864,,Front,Morning,2,67.3834,,Front,Afternoon,2,73.968,,Front,Evening,2,80.9512,,Front,Morning,3,72.8478,,Front,Afternoon,3,75.3954,,Front,Evening,3,70.04906,,Front,Morning,4,71.04444,,Front,Afternoon,4,63.58868,,Front,Evening,4,69.32094,,Sports,Morning,1,65.822,,Sports,Afternoon,1,58.576,,Sports,Evening,1,74.6062,,Sports,Morning,2,72.8478,,Sports,Afternoon,2,75.3954,,Sports,Evening,2,70.49,,Sports,Morning,3,71.96473,,Sports,Afternoon,3,71.792,,Sports,Evening,3,75.84586,,Sports,Morning,4,66.454,,Sports,Afternoon,4,54.298,,Sports,Evening,4,66.19255
Art,Morning,Tue,64.6032,,Art,Afternoon,1,74.3662,,Art,Evening,1,62.41,,Art,Morning,2,55.9088,,Art,Afternoon,2,58.6724,,Art,Evening,2,69.5438,,Art,Morning,3,56.144,,Art,Afternoon,3,72.4736,,Art,Evening,3,62.6102,,Art,Morning,4,75.022,,Art,Afternoon,4,76.88382,,Art,Evening,4,70.25655,,Front,Morning,1,83.526,,Front,Afternoon,1,60.795,,Front,Evening,1,56.1764,,Front,Morning,2,68.2398,,Front,Afternoon,2,70.948,,Front,Evening,2,78.069,,Front,Morning,3,69.7242,,Front,Afternoon,3,79.0848,,Front,Evening,3,70.91358,,Front,Morning,4,70.16302,,Front,Afternoon,4,65.64778,,Front,Evening,4,68.91278,,Sports,Morning,1,56.521,,Sports,Afternoon,1,57.036,,Sports,Evening,1,72.4538,,Sports,Morning,2,69.7242,,Sports,Afternoon,2,79.0848,,Sports,Evening,2,69.238,,Sports,Morning,3,79.19618,,Sports,Afternoon,3,72.442,,Sports,Evening,3,77.27034,,Sports,Morning,4,65.232,,Sports,Afternoon,4,55.176,,Sports,Evening,4,71.55836
Art,Morning,Tue,65.7358,,Art,Afternoon,1,73.4192,,Art,Evening,1,62.89,,Art,Morning,2,57.7782,,Art,Afternoon,2,59.4822,,Art,Evening,2,66.9718,,Art,Morning,3,58.35,,Art,Afternoon,3,70.6522,,Art,Evening,3,66.7332,,Art,Morning,4,71.44564,,Art,Afternoon,4,73.32673,,Art,Evening,4,69.65491,,Front,Morning,1,88.94,,Front,Afternoon,1,64.4528,,Front,Evening,1,50.7878,,Front,Morning,2,68.8084,,Front,Afternoon,2,72.764,,Front,Evening,2,78.957,,Front,Morning,3,73.3716,,Front,Afternoon,3,76.6686,,Front,Evening,3,69.31849,,Front,Morning,4,72.20963,,Front,Afternoon,4,67.68774,,Front,Evening,4,72.17623,,Sports,Morning,1,57.434,,Sports,Afternoon,1,61.01,,Sports,Evening,1,70.2246,,Sports,Morning,2,73.3716,,Sports,Afternoon,2,76.6686,,Sports,Evening,2,67.134,,Sports,Morning,3,74.86509,,Sports,Afternoon,3,70.446,,Sports,Evening,3,73.61,,Sports,Morning,4,67.704,,Sports,Afternoon,4,54.922,,Sports,Evening,4,70.09655
Art,Morning,Tue,66.2558,,Art,Afternoon,1,73.7428,,Art,Evening,1,63.656,,Art,Morning,2,56.8298,,Art,Afternoon,2,61.8686,,Art,Evening,2,67.3192,,Art,Morning,3,58.774,,Art,Afternoon,3,70.8018,,Art,Evening,3,64.1598,,Art,Morning,4,73.08491,,Art,Afternoon,4,79.42218,,Art,Evening,4,72.85836,,Front,Morning,1,87.808,,Front,Afternoon,1,63.2972,,Front,Evening,1,51.4168,,Front,Morning,2,71.2864,,Front,Afternoon,2,72.784,,Front,Evening,2,73.189,,Front,Morning,3,75.9636,,Front,Afternoon,3,78.5108,,Front,Evening,3,74.85132,,Front,Morning,4,72.38796,,Front,Afternoon,4,63.3137,,Front,Evening,4,71.11407,,Sports,Morning,1,58.562,,Sports,Afternoon,1,60.034,,Sports,Evening,1,75.0684,,Sports,Morning,2,75.9636,,Sports,Afternoon,2,78.5108,,Sports,Evening,2,66.204,,Sports,Morning,3,72.60564,,Sports,Afternoon,3,70.904,,Sports,Evening,3,72.33224,,Sports,Morning,4,64.092,,Sports,Afternoon,4,56.854,,Sports,Evening,4,69.38036
Art,Morning,Tue,65.192,,Art,Afternoon,1,70.8782,,Art,Evening,1,64.666,,Art,Morning,2,61.2116,,Art,Afternoon,2,60.4842,,Art,Evening,2,68.725,,Art,Morning,3,57.266,,Art,Afternoon,3,73.0264,,Art,Evening,3,68.855,,Art,Morning,4,76.05564,,Art,Afternoon,4,80.39473,,Art,Evening,4,71.36909,,Front,Morning,1,89.294,,Front,Afternoon,1,62.8304,,Front,Evening,1,52.2448,,Front,Morning,2,72.11,,Front,Afternoon,2,72.198,,Front,Evening,2,78.7816,,Front,Morning,3,70.5778,,Front,Afternoon,3,77.0454,,Front,Evening,3,69.03981,,Front,Morning,4,71.36537,,Front,Afternoon,4,64.45245,,Front,Evening,4,71.63472,,Sports,Morning,1,58.3142,,Sports,Afternoon,1,58.94,,Sports,Evening,1,77.0416,,Sports,Morning,2,70.5778,,Sports,Afternoon,2,77.0454,,Sports,Evening,2,69.13,,Sports,Morning,3,74.694,,Sports,Afternoon,3,69.82,,Sports,Evening,3,71.80207,,Sports,Morning,4,62.724,,Sports,Afternoon,4,54.506,,Sports,Evening,4,73.25891
Art,Morning,Tue,64.1812,,Art,Afternoon,1,74.125,,Art,Evening,1,66.092,,Art,Morning,2,53.899,,Art,Afternoon,2,58.4344,,Art,Evening,2,71.8054,,Art,Morning,3,63.42,,Art,Afternoon,3,73.266,,Art,Evening,3,67.1516,,Art,Morning,4,69.68509,,Art,Afternoon,4,79.96418,,Art,Evening,4,68.78055,,Front,Morning,1,86.202,,Front,Afternoon,1,65.6356,,Front,Evening,1,50.7112,,Front,Morning,2,68.4878,,Front,Afternoon,2,70.85,,Front,Evening,2,81.1306,,Front,Morning,3,74.7806,,Front,Afternoon,3,73.9638,,Front,Evening,3,65.09585,,Front,Morning,4,69.24113,,Front,Afternoon,4,64.65113,,Front,Evening,4,67.98333,,Sports,Morning,1,59.4266,,Sports,Afternoon,1,58.358,,Sports,Evening,1,72.5788,,Sports,Morning,2,74.7806,,Sports,Afternoon,2,73.9638,,Sports,Evening,2,69.558,,Sports,Morning,3,77.73455,,Sports,Afternoon,3,72.978,,Sports,Evening,3,72.63672,,Sports,Morning,4,66.294,,Sports,Afternoon,4,53.458,,Sports,Evening,4,70.61691
Art,Morning,Tue,63.2644,,Art,Afternoon,1,74.7534,,Art,Evening,1,65.024,,Art,Morning,2,58.7846,,Art,Afternoon,2,61.4664,,Art,Evening,2,71.6582,,Art,Morning,3,71.05,,Art,Afternoon,3,74.739,,Art,Evening,3,66.5846,,Art,Morning,4,72.26855,,Art,Afternoon,4,80.18909,,Art,Evening,4,69.778,,Front,Morning,1,93.68,,Front,Afternoon,1,62.666,,Front,Evening,1,57.0902,,Front,Morning,2,66.9734,,Front,Afternoon,2,71.264,,Front,Evening,2,83.6408,,Front,Morning,3,72.7582,,Front,Afternoon,3,75.1148,,Front,Evening,3,65.6166,,Front,Morning,4,70.83019,,Front,Afternoon,4,65.12815,,Front,Evening,4,68.04434,,Sports,Morning,1,62.1572,,Sports,Afternoon,1,59.418,,Sports,Evening,1,74.849,,Sports,Morning,2,72.7582,,Sports,Afternoon,2,75.1148,,Sports,Evening,2,68.002,,Sports,Morning,3,74.70727,,Sports,Afternoon,3,71.728,,Sports,Evening,3,74.86897,,Sports,Morning,4,64.986,,Sports,Afternoon,4,55.688,,Sports,Evening,4,69.47418
Art,Morning,Tue,62.0866,,Art,Afternoon,1,75.4962,,Art,Evening,1,65.466,,Art,Morning,2,55.4618,,Art,Afternoon,2,65.4536,,Art,Evening,2,72.474,,Art,Morning,3,63.21,,Art,Afternoon,3,72.828,,Art,Evening,3,67.895,,Art,Morning,4,71.33574,,Art,Afternoon,4,78.51778,,Art,Evening,4,66.36704,,Front,Morning,1,93.588,,Front,Afternoon,1,74.2116,,Front,Evening,1,65.0964,,Front,Morning,2,66.7042,,Front,Afternoon,2,70.476,,Front,Evening,2,79.566,,Front,Morning,3,74.568,,Front,Afternoon,3,74.177,,Front,Evening,3,61.98796,,Front,Morning,4,68.72778,,Front,Afternoon,4,67.92736,,Front,Evening,4,66.45481,,Sports,Morning,1,58.0744,,Sports,Afternoon,1,60.664,,Sports,Evening,1,74.1206,,Sports,Morning,2,74.568,,Sports,Afternoon,2,74.177,,Sports,Evening,2,75.386,,Sports,Morning,3,71.67852,,Sports,Afternoon,3,71.054,,Sports,Evening,3,77.57517,,Sports,Morning,4,65.084,,Sports,Afternoon,4,60.54,,Sports,Evening,4,73.31661
Art,Morning,Tue,57.5866,,Art,Afternoon,1,69.0138,,Art,Evening,1,63.68,,Art,Morning,2,61.0028,,Art,Afternoon,2,62.6426,,Art,Evening,2,69.219,,Art,Morning,3,58.822,,Art,Afternoon,3,71.6508,,Art,Evening,3,54.1312,,Art,Morning,4,72.83764,,Art,Afternoon,4,77.39545,,Art,Evening,4,65.43782,,Front,Morning,1,84.178,,Front,Afternoon,1,73.9812,,Front,Evening,1,59.305,,Front,Morning,2,68.3502,,Front,Afternoon,2,68.904,,Front,Evening,2,78.093,,Front,Morning,3,70.1868,,Front,Afternoon,3,74.0528,,Front,Evening,3,70.85415,,Front,Morning,4,70.44453,,Front,Afternoon,4,62.98556,,Front,Evening,4,69.2783,,Sports,Morning,1,58.0488,,Sports,Afternoon,1,57.856,,Sports,Evening,1,77.8886,,Sports,Morning,2,70.1868,,Sports,Afternoon,2,74.0528,,Sports,Evening,2,75.694,,Sports,Morning,3,72.08091,,Sports,Afternoon,3,72.424,,Sports,Evening,3,74.23759,,Sports,Morning,4,64.576,,Sports,Afternoon,4,61.974,,Sports,Evening,4,67.34982
Art,Morning,Tue,60.663,,Art,Afternoon,1,71.1024,,Art,Evening,1,64.35,,Art,Morning,2,60.2402,,Art,Afternoon,2,65.085,,Art,Evening,2,70.5014,,Art,Morning,3,62.66,,Art,Afternoon,3,72.159,,Art,Evening,3,65.7306,,Art,Morning,4,73.46745,,Art,Afternoon,4,81.316,,Art,Evening,4,66.65891,,Front,Morning,1,80.316,,Front,Afternoon,1,63.0192,,Front,Evening,1,54.1214,,Front,Morning,2,68.602,,Front,Afternoon,2,68.72,,Front,Evening,2,78.39,,Front,Morning,3,65.6072,,Front,Afternoon,3,70.2746,,Front,Evening,3,64.34623,,Front,Morning,4,68.49444,,Front,Afternoon,4,63.33755,,Front,Evening,4,64.41426,,Sports,Morning,1,57.1222,,Sports,Afternoon,1,57.91,,Sports,Evening,1,70.7552,,Sports,Morning,2,65.6072,,Sports,Afternoon,2,70.2746,,Sports,Evening,2,69.678,,Sports,Morning,3,72.95745,,Sports,Afternoon,3,70.99,,Sports,Evening,3,75.11466,,Sports,Morning,4,59.996,,Sports,Afternoon,4,61.064,,Sports,Evening,4,70.564
Art,Morning,Tue,63.7024,,Art,Afternoon,1,68.3936,,Art,Evening,1,62.604,,Art,Morning,2,60.3542,,Art,Afternoon,2,71.0142,,Art,Evening,2,71.5558,,Art,Morning,3,60.01,,Art,Afternoon,3,72.8398,,Art,Evening,3,65.2002,,Art,Morning,4,72.65455,,Art,Afternoon,4,79.39109,,Art,Evening,4,61.93709,,Front,Morning,1,80.796,,Front,Afternoon,1,65.9856,,Front,Evening,1,56.299,,Front,Morning,2,71.7234,,Front,Afternoon,2,67.596,,Front,Evening,2,82.6986,,Front,Morning,3,68.3276,,Front,Afternoon,3,65.0088,,Front,Evening,3,64.89132,,Front,Morning,4,68.9137,,Front,Afternoon,4,65.23208,,Front,Evening,4,66.9834,,Sports,Morning,1,63.3252,,Sports,Afternoon,1,58.806,,Sports,Evening,1,68.7196,,Sports,Morning,2,68.3276,,Sports,Afternoon,2,65.0088,,Sports,Evening,2,67.186,,Sports,Morning,3,73.44109,,Sports,Afternoon,3,68.13,,Sports,Evening,3,77.13483,,Sports,Morning,4,61.646,,Sports,Afternoon,4,59.196,,Sports,Evening,4,72.70564
Art,Morning,Tue,64.5232,,Art,Afternoon,1,71.1246,,Art,Evening,1,60.87,,Art,Morning,2,56.198,,Art,Afternoon,2,65.9902,,Art,Evening,2,71.6728,,Art,Morning,3,61.52,,Art,Afternoon,3,71.5646,,Art,Evening,3,67.8156,,Art,Morning,4,72.388,,Art,Afternoon,4,79.26909,,Art,Evening,4,64.81236,,Front,Morning,1,78.514,,Front,Afternoon,1,63.1222,,Front,Evening,1,54.9256,,Front,Morning,2,76.901,,Front,Afternoon,2,67.658,,Front,Evening,2,75.5934,,Front,Morning,3,67.7048,,Front,Afternoon,3,71.8686,,Front,Evening,3,62.89189,,Front,Morning,4,68.40887,,Front,Afternoon,4,61.72519,,Front,Evening,4,67.96444,,Sports,Morning,1,56.154,,Sports,Afternoon,1,57.626,,Sports,Evening,1,69.0802,,Sports,Morning,2,67.7048,,Sports,Afternoon,2,71.8686,,Sports,Evening,2,66.14,,Sports,Morning,3,73.56836,,Sports,Afternoon,3,67.472,,Sports,Evening,3,80.46,,Sports,Morning,4,57.916,,Sports,Afternoon,4,56.984,,Sports,Evening,4,74.42236
Art,Morning,Tue,66.0638,,Art,Afternoon,1,72.5752,,Art,Evening,1,65.416,,Art,Morning,2,60.952,,Art,Afternoon,2,59.8104,,Art,Evening,2,73.6588,,Art,Morning,3,65.944,,Art,Afternoon,3,70.2976,,Art,Evening,3,72.2572,,Art,Morning,4,78.13291,,Art,Afternoon,4,80.08455,,Art,Evening,4,61.67327,,Front,Morning,1,83.332,,Front,Afternoon,1,66.8876,,Front,Evening,1,57.976,,Front,Morning,2,73.3022,,Front,Afternoon,2,67.916,,Front,Evening,2,76.1042,,Front,Morning,3,69.5204,,Front,Afternoon,3,75.8826,,Front,Evening,3,64.20604,,Front,Morning,4,68.23074,,Front,Afternoon,4,68.77377,,Front,Evening,4,73.05094,,Sports,Morning,1,60.8974,,Sports,Afternoon,1,57.566,,Sports,Evening,1,66.7728,,Sports,Morning,2,69.5204,,Sports,Afternoon,2,75.8826,,Sports,Evening,2,66.812,,Sports,Morning,3,71.68927,,Sports,Afternoon,3,68.082,,Sports,Evening,3,78.0131,,Sports,Morning,4,60.17,,Sports,Afternoon,4,59.462,,Sports,Evening,4,73.84945
